,state,category,cat_median,cat_25,cat_75,cat_max,cat_min,state_median,state_25,state_75,state_max,state_min,state_cat_median,state_cat_25,state_cat_75,state_cat_max,state_cat_min
72803,AZ,Burgers,3.0,2.25,3.6111632270168856,5.0,1.0,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,2.8502613890963406,2.1,3.4612612612612614,4.8,1.0
77666,NC,Pizza,3.370967741935484,2.6821789321789318,3.8925070028011204,5.0,1.0,3.4,2.7857142857142856,3.8979591836734695,5.0,1.0,3.3333333333333335,2.7142857142857144,3.8,5.0,1.0
79148,NV,French,3.955548274355614,3.4,4.3206962025316455,5.0,1.3333333333333333,3.464720013869282,2.8333333333333335,3.9868831407081267,5.0,1.0,4.1525423728813555,3.9655172413793105,4.428571428571429,5.0,3.013333333333333
83436,AZ,American (New),3.515151515151515,3.0,3.99271499644634,5.0,1.0,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.6,3.0716437177280556,3.9993556701030926,4.866666666666666,1.0
84961,NV,Delis,3.6,3.181235431235431,4.150961538461539,5.0,1.0,3.464720013869282,2.8333333333333335,3.9868831407081267,5.0,1.0,3.4836065573770494,3.1134197695035457,3.9018817204301075,4.785714285714286,1.6
86691,NC,American (Traditional),3.3275862068965516,2.8276785714285717,3.7682005494505493,5.0,1.0,3.4,2.7857142857142856,3.8979591836734695,5.0,1.0,3.3282667876588024,2.8458646616541357,3.7681881371640404,5.0,1.1428571428571428
89445,AZ,Sandwiches,3.5,2.8333333333333335,4.0,5.0,1.0,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.5,2.8786764705882355,4.0,5.0,1.0
91702,AZ,American (Traditional),3.3275862068965516,2.8276785714285717,3.7682005494505493,5.0,1.0,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.2982456140350878,2.75,3.75,5.0,1.125
93628,PA,Fast Food,2.6666666666666665,2.066666666666667,3.3513513513513513,5.0,1.0,3.5,3.0,4.0,5.0,1.0,2.6666666666666665,2.0069444444444446,3.5,5.0,1.0
108405,AZ,Diners,3.467741935483871,2.9867724867724865,3.9462585034013604,5.0,1.0,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.4365079365079367,2.942307692307692,3.8902159685863875,4.546526867627785,2.0
108485,AZ,Caribbean,3.8,3.4,4.176929392446634,5.0,1.25,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.8249069587809847,3.632553317535545,4.109685587390999,4.797872340425532,2.2
108696,AZ,Italian,3.585144927536232,3.085714285714286,4.0,5.0,1.0,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.6799431009957324,3.120172413793103,4.018102372034956,5.0,1.0
109312,AZ,Greek,3.625,3.0928683385579934,4.0,5.0,1.3333333333333333,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.864250614250614,3.4444444444444446,4.208132530120482,5.0,2.0
109620,AZ,Cafes,3.824644549763033,3.25,4.275862068965517,5.0,1.3333333333333333,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.829199303742385,3.388888888888889,4.333333333333333,5.0,1.5
110437,AZ,Asian Fusion,3.5555555555555554,3.059831932773109,3.973373983739837,5.0,1.0,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.6578947368421053,3.2783505154639174,3.934959349593496,5.0,2.221311475409836
111462,AZ,Mediterranean,3.771712158808933,3.272727272727273,4.156826523712933,5.0,1.0,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.8510520487264674,3.577436582109479,4.147372742200329,4.863636363636363,2.0
112020,AZ,Salad,3.701063829787234,3.154840848806366,4.0947273197208585,5.0,1.0,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.8645157449848204,3.2670454545454546,4.150883838383838,4.958333333333333,1.5384615384615385
114180,AZ,Chinese,3.3333333333333335,2.888888888888889,3.75,5.0,1.0,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.4375,2.9523809523809526,3.8181818181818183,4.75,1.0
114350,AZ,Delis,3.6,3.181235431235431,4.150961538461539,5.0,1.0,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.5334338863750627,3.1132246376811596,3.9967532467532467,5.0,1.0
114450,AZ,Thai,3.6470588235294117,3.142857142857143,4.0,5.0,1.0,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.8662698412698413,3.630151515151515,4.095757701287941,5.0,2.5
115230,AZ,Desserts,3.75,3.1666666666666665,4.173913043478261,5.0,1.7647058823529411,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.879002825523899,3.388888888888889,4.185381589589001,4.833333333333333,2.0
115467,AZ,Latin American,3.909090909090909,3.5,4.280373831775701,5.0,1.6666666666666667,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.8115942028985508,3.4275641025641024,4.303137740189342,4.8,2.6153846153846154
115536,AZ,Vietnamese,3.625,3.2,4.0,5.0,1.6111111111111112,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.8787755102040817,3.5,4.146165437971841,5.0,1.9655172413793103
116608,AZ,Fast Food,2.6666666666666665,2.066666666666667,3.3513513513513513,5.0,1.0,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,2.5833333333333335,2.0357598978288634,3.264912280701754,5.0,1.0
116737,AZ,Vegetarian,3.828877005347594,3.46875,4.235294117647059,5.0,1.75,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.943253968253968,3.6230272596843616,4.299513573492981,5.0,2.8823529411764706
120441,AZ,French,3.955548274355614,3.4,4.3206962025316455,5.0,1.3333333333333333,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.815165876777251,3.4066666666666667,4.10960960960961,4.754098360655738,2.4583333333333335
124546,AZ,Hot Dogs,3.5555555555555554,2.9473684210526314,4.176470588235294,5.0,1.0,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.8333333333333335,3.3,4.264462809917355,5.0,1.3333333333333333
124855,AZ,Barbeque,3.55,3.013157894736842,4.0,5.0,1.0,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.534891891891892,3.016015962036238,3.995967741935484,5.0,1.6363636363636365
129470,ON,Latin American,3.909090909090909,3.5,4.280373831775701,5.0,1.6666666666666667,3.3974358974358974,2.875,3.8615384615384616,5.0,1.0,4.0,3.5252607561929596,4.277463904582549,4.848484848484849,1.6666666666666667
130062,QC,Salad,3.701063829787234,3.154840848806366,4.0947273197208585,5.0,1.0,3.698214285714286,3.1067251461988303,4.176102941176471,5.0,1.0,3.875,3.125,4.2176470588235295,5.0,2.0
130159,QC,Sushi Bars,3.6,3.082482993197279,4.0,5.0,1.3333333333333333,3.698214285714286,3.1067251461988303,4.176102941176471,5.0,1.0,3.75,3.045,4.177807486631016,5.0,1.6666666666666667
130219,QC,Italian,3.585144927536232,3.085714285714286,4.0,5.0,1.0,3.698214285714286,3.1067251461988303,4.176102941176471,5.0,1.0,3.7341619887730553,3.2845982142857144,4.217717717717718,5.0,1.0
130251,NC,Burgers,3.0,2.25,3.6111632270168856,5.0,1.0,3.4,2.7857142857142856,3.8979591836734695,5.0,1.0,2.6867816091954024,2.0,3.4908536585365852,5.0,1.0
130450,NC,Indian,3.5609756097560976,3.1105006105006106,4.0177338355304455,5.0,1.0,3.4,2.7857142857142856,3.8979591836734695,5.0,1.0,3.4162337662337663,3.066666666666667,3.8757598784194527,5.0,2.1923076923076925
130735,NC,Italian,3.585144927536232,3.085714285714286,4.0,5.0,1.0,3.4,2.7857142857142856,3.8979591836734695,5.0,1.0,3.5714285714285716,3.1231060606060606,3.8650862068965517,5.0,1.3571428571428572
131016,NC,American (New),3.515151515151515,3.0,3.99271499644634,5.0,1.0,3.4,2.7857142857142856,3.8979591836734695,5.0,1.0,3.3686411149825783,2.939772727272728,3.8500165375165376,5.0,1.7272727272727273
147913,AZ,Japanese,3.546511627906977,3.1164936096858042,4.0,5.0,1.0,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.490566037735849,3.1554726368159205,3.951621529634852,4.8,1.0
148228,AZ,Soup,3.6290424857324033,3.1083146905294554,4.038641652948856,5.0,1.3333333333333333,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.5,3.027446597118728,3.9149032306649594,4.810344827586207,1.8
149964,PA,American (New),3.515151515151515,3.0,3.99271499644634,5.0,1.0,3.5,3.0,4.0,5.0,1.0,3.4545454545454546,3.0,4.046511627906977,5.0,1.3333333333333333
150734,AZ,Tex-Mex,3.0,2.430803571428571,3.578518907563025,4.615384615384615,1.0,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.0759493670886076,2.656862745098039,3.519702842377261,4.333333333333333,1.3333333333333333
151820,AZ,Sushi Bars,3.6,3.082482993197279,4.0,5.0,1.3333333333333333,3.449781659388646,2.8125,3.9444444444444446,5.0,1.0,3.7058660763696736,3.3093406593406596,4.0,4.833333333333333,2.616822429906542
162826,PA,Thai,3.6470588235294117,3.142857142857143,4.0,5.0,1.0,3.5,3.0,4.0,5.0,1.0,4.012987012987013,3.610817307692308,4.138922456264291,5.0,2.310344827586207
168360,QC,Mediterranean,3.771712158808933,3.272727272727273,4.156826523712933,5.0,1.0,3.698214285714286,3.1067251461988303,4.176102941176471,5.0,1.0,3.8333333333333335,3.3833333333333333,4.333333333333333,5.0,1.25
168443,QC,Cafes,3.824644549763033,3.25,4.275862068965517,5.0,1.3333333333333333,3.698214285714286,3.1067251461988303,4.176102941176471,5.0,1.0,4.0,3.5603864734299515,4.383928571428571,5.0,1.3333333333333333
169311,QC,Burgers,3.0,2.25,3.6111632270168856,5.0,1.0,3.698214285714286,3.1067251461988303,4.176102941176471,5.0,1.0,3.5,2.75,3.8076923076923075,5.0,1.0
169933,QC,American (New),3.515151515151515,3.0,3.99271499644634,5.0,1.0,3.698214285714286,3.1067251461988303,4.176102941176471,5.0,1.0,3.6666666666666665,2.58125,3.960355987055016,5.0,1.6
171392,QC,Japanese,3.546511627906977,3.1164936096858042,4.0,5.0,1.0,3.698214285714286,3.1067251461988303,4.176102941176471,5.0,1.0,3.75,3.125,4.208333333333333,5.0,1.5
171485,QC,Indian,3.5609756097560976,3.1105006105006106,4.0177338355304455,5.0,1.0,3.698214285714286,3.1067251461988303,4.176102941176471,5.0,1.0,3.6,3.1306818181818183,4.192592592592593,5.0,1.3333333333333333
171886,QC,Korean,3.6049382716049383,3.2133090694471766,4.0,5.0,1.5384615384615385,3.698214285714286,3.1067251461988303,4.176102941176471,5.0,1.0,3.981818181818182,3.4375,4.3238095238095235,5.0,1.75
172040,ON,Tex-Mex,3.0,2.430803571428571,3.578518907563025,4.615384615384615,1.0,3.3974358974358974,2.875,3.8615384615384616,5.0,1.0,3.2962962962962963,2.5416666666666665,3.758082706766917,4.2,1.4
172143,QC,Vegetarian,3.828877005347594,3.46875,4.235294117647059,5.0,1.75,3.698214285714286,3.1067251461988303,4.176102941176471,5.0,1.0,3.888888888888889,3.586206896551724,4.25,4.5,2.6
172365,QC,Thai,3.6470588235294117,3.142857142857143,4.0,5.0,1.0,3.698214285714286,3.1067251461988303,4.176102941176471,5.0,1.0,3.4285714285714284,2.6666666666666665,4.0,5.0,1.0
172375,ON,Indian,3.5609756097560976,3.1105006105006106,4.0177338355304455,5.0,1.0,3.3974358974358974,2.875,3.8615384615384616,5.0,1.0,3.5,3.0,3.9757549361207896,5.0,1.0
172699,QC,Chinese,3.3333333333333335,2.888888888888889,3.75,5.0,1.0,3.698214285714286,3.1067251461988303,4.176102941176471,5.0,1.0,3.5555555555555554,3.0,3.8636363636363638,5.0,1.0
172789,QC,Sandwiches,3.5,2.8333333333333335,4.0,5.0,1.0,3.698214285714286,3.1067251461988303,4.176102941176471,5.0,1.0,3.8333333333333335,3.25,4.230769230769231,5.0,1.3333333333333333
172908,QC,Desserts,3.75,3.1666666666666665,4.173913043478261,5.0,1.7647058823529411,3.698214285714286,3.1067251461988303,4.176102941176471,5.0,1.0,4.196078431372549,3.3043478260869565,4.5,4.730769230769231,2.6451612903225805
173010,QC,Asian Fusion,3.5555555555555554,3.059831932773109,3.973373983739837,5.0,1.0,3.698214285714286,3.1067251461988303,4.176102941176471,5.0,1.0,3.640625,3.325,4.0,5.0,1.0
173343,QC,American (Traditional),3.3275862068965516,2.8276785714285717,3.7682005494505493,5.0,1.0,3.698214285714286,3.1067251461988303,4.176102941176471,5.0,1.0,3.2811004784688995,3.0,3.723611111111111,4.8,1.8333333333333333
174179,QC,Middle Eastern,3.713760504201681,3.125,4.182934014139827,5.0,1.0,3.698214285714286,3.1067251461988303,4.176102941176471,5.0,1.0,3.782608695652174,3.0,4.357142857142857,5.0,1.2
181166,NC,Bakeries,3.923076923076923,3.3461538461538463,4.321428571428571,5.0,1.0,3.4,2.7857142857142856,3.8979591836734695,5.0,1.0,4.125,3.373076923076923,4.442857142857143,5.0,2.0
181540,NC,Barbeque,3.55,3.013157894736842,4.0,5.0,1.0,3.4,2.7857142857142856,3.8979591836734695,5.0,1.0,3.586885245901639,3.25,4.0,5.0,1.6666666666666667
181869,NC,Latin American,3.909090909090909,3.5,4.280373831775701,5.0,1.6666666666666667,3.4,2.7857142857142856,3.8979591836734695,5.0,1.0,3.9855072463768115,3.623611111111111,4.250584697627798,4.861111111111111,2.0
182814,NC,Asian Fusion,3.5555555555555554,3.059831932773109,3.973373983739837,5.0,1.0,3.4,2.7857142857142856,3.8979591836734695,5.0,1.0,3.6666666666666665,3.4,4.0,4.5,2.4285714285714284
184682,PA,Steakhouses,3.4615384615384617,3.0,3.926470588235294,5.0,1.3333333333333333,3.5,3.0,4.0,5.0,1.0,3.0901722391084094,2.7902478448275865,3.5947368421052635,4.022026431718062,1.9767441860465116
194741,QC,Hot Dogs,3.5555555555555554,2.9473684210526314,4.176470588235294,5.0,1.0,3.698214285714286,3.1067251461988303,4.176102941176471,5.0,1.0,3.8485714285714288,3.4825268817204305,4.175,5.0,2.0
